Paths_TIPO Summary,Dates_TIPO Summary, Numbers_Summary 0
C:/datos_covid_salida/200615COVID19MEXICO/200615COVID19MEXICO_REG3_OC/200615COVID19MEXICO_REG3_OC_AMB.csv,200615COVID19MEXICO,11936,
C:/datos_covid_salida/200615COVID19MEXICO/200615COVID19MEXICO_REG3_OC/200615COVID19MEXICO_REG3_OC_HOSP.csv,200615COVID19MEXICO,4189,
C:/datos_covid_salida/200616COVID19MEXICO/200616COVID19MEXICO_REG3_OC/200616COVID19MEXICO_REG3_OC_AMB.csv,200616COVID19MEXICO,12434,
C:/datos_covid_salida/200616COVID19MEXICO/200616COVID19MEXICO_REG3_OC/200616COVID19MEXICO_REG3_OC_HOSP.csv,200616COVID19MEXICO,4443,
C:/datos_covid_salida/200617COVID19MEXICO/200617COVID19MEXICO_REG3_OC/200617COVID19MEXICO_REG3_OC_AMB.csv,200617COVID19MEXICO,13079,
C:/datos_covid_salida/200617COVID19MEXICO/200617COVID19MEXICO_REG3_OC/200617COVID19MEXICO_REG3_OC_HOSP.csv,200617COVID19MEXICO,4689,
C:/datos_covid_salida/200618COVID19MEXICO/200618COVID19MEXICO_REG3_OC/200618COVID19MEXICO_REG3_OC_AMB.csv,200618COVID19MEXICO,13677,
C:/datos_covid_salida/200618COVID19MEXICO/200618COVID19MEXICO_REG3_OC/200618COVID19MEXICO_REG3_OC_HOSP.csv,200618COVID19MEXICO,4891,
C:/datos_covid_salida/200619COVID19MEXICO/200619COVID19MEXICO_REG3_OC/200619COVID19MEXICO_REG3_OC_AMB.csv,200619COVID19MEXICO,14221,
C:/datos_covid_salida/200619COVID19MEXICO/200619COVID19MEXICO_REG3_OC/200619COVID19MEXICO_REG3_OC_HOSP.csv,200619COVID19MEXICO,5027,
C:/datos_covid_salida/200620COVID19MEXICO/200620COVID19MEXICO_REG3_OC/200620COVID19MEXICO_REG3_OC_AMB.csv,200620COVID19MEXICO,14834,
C:/datos_covid_salida/200620COVID19MEXICO/200620COVID19MEXICO_REG3_OC/200620COVID19MEXICO_REG3_OC_HOSP.csv,200620COVID19MEXICO,5171,
C:/datos_covid_salida/200621COVID19MEXICO/200621COVID19MEXICO_REG3_OC/200621COVID19MEXICO_REG3_OC_AMB.csv,200621COVID19MEXICO,15196,
C:/datos_covid_salida/200621COVID19MEXICO/200621COVID19MEXICO_REG3_OC/200621COVID19MEXICO_REG3_OC_HOSP.csv,200621COVID19MEXICO,5322,
C:/datos_covid_salida/200622COVID19MEXICO/200622COVID19MEXICO_REG3_OC/200622COVID19MEXICO_REG3_OC_AMB.csv,200622COVID19MEXICO,15543,
C:/datos_covid_salida/200622COVID19MEXICO/200622COVID19MEXICO_REG3_OC/200622COVID19MEXICO_REG3_OC_HOSP.csv,200622COVID19MEXICO,5446,
C:/datos_covid_salida/200623COVID19MEXICO/200623COVID19MEXICO_REG3_OC/200623COVID19MEXICO_REG3_OC_AMB.csv,200623COVID19MEXICO,16298,
C:/datos_covid_salida/200623COVID19MEXICO/200623COVID19MEXICO_REG3_OC/200623COVID19MEXICO_REG3_OC_HOSP.csv,200623COVID19MEXICO,5709,
C:/datos_covid_salida/200624COVID19MEXICO/200624COVID19MEXICO_REG3_OC/200624COVID19MEXICO_REG3_OC_AMB.csv,200624COVID19MEXICO,16949,
C:/datos_covid_salida/200624COVID19MEXICO/200624COVID19MEXICO_REG3_OC/200624COVID19MEXICO_REG3_OC_HOSP.csv,200624COVID19MEXICO,5946,
C:/datos_covid_salida/200625COVID19MEXICO/200625COVID19MEXICO_REG3_OC/200625COVID19MEXICO_REG3_OC_AMB.csv,200625COVID19MEXICO,17777,
C:/datos_covid_salida/200625COVID19MEXICO/200625COVID19MEXICO_REG3_OC/200625COVID19MEXICO_REG3_OC_HOSP.csv,200625COVID19MEXICO,6131,
C:/datos_covid_salida/200626COVID19MEXICO/200626COVID19MEXICO_REG3_OC/200626COVID19MEXICO_REG3_OC_AMB.csv,200626COVID19MEXICO,18308,
C:/datos_covid_salida/200626COVID19MEXICO/200626COVID19MEXICO_REG3_OC/200626COVID19MEXICO_REG3_OC_HOSP.csv,200626COVID19MEXICO,6356,
C:/datos_covid_salida/200627COVID19MEXICO/200627COVID19MEXICO_REG3_OC/200627COVID19MEXICO_REG3_OC_AMB.csv,200627COVID19MEXICO,18738,
C:/datos_covid_salida/200627COVID19MEXICO/200627COVID19MEXICO_REG3_OC/200627COVID19MEXICO_REG3_OC_HOSP.csv,200627COVID19MEXICO,6486,
C:/datos_covid_salida/200628COVID19MEXICO/200628COVID19MEXICO_REG3_OC/200628COVID19MEXICO_REG3_OC_AMB.csv,200628COVID19MEXICO,19131,
C:/datos_covid_salida/200628COVID19MEXICO/200628COVID19MEXICO_REG3_OC/200628COVID19MEXICO_REG3_OC_HOSP.csv,200628COVID19MEXICO,6686,
C:/datos_covid_salida/200629COVID19MEXICO/200629COVID19MEXICO_REG3_OC/200629COVID19MEXICO_REG3_OC_AMB.csv,200629COVID19MEXICO,19543,
C:/datos_covid_salida/200629COVID19MEXICO/200629COVID19MEXICO_REG3_OC/200629COVID19MEXICO_REG3_OC_HOSP.csv,200629COVID19MEXICO,6814,
