Paths_TIPO Summary,Dates_TIPO Summary, Numbers_Summary 0
C:/datos_covid_salida/200612COVID19MEXICO/200612COVID19MEXICO_REG4_CE/200612COVID19MEXICO_REG4_CE_HOSP.csv,200612COVID19MEXICO,25180,
C:/datos_covid_salida/200613COVID19MEXICO/200613COVID19MEXICO_REG4_CE/200613COVID19MEXICO_REG4_CE_AMB.csv,200613COVID19MEXICO,47927,
C:/datos_covid_salida/200613COVID19MEXICO/200613COVID19MEXICO_REG4_CE/200613COVID19MEXICO_REG4_CE_HOSP.csv,200613COVID19MEXICO,25658,
C:/datos_covid_salida/200614COVID19MEXICO/200614COVID19MEXICO_REG4_CE/200614COVID19MEXICO_REG4_CE_AMB.csv,200614COVID19MEXICO,49295,
C:/datos_covid_salida/200614COVID19MEXICO/200614COVID19MEXICO_REG4_CE/200614COVID19MEXICO_REG4_CE_HOSP.csv,200614COVID19MEXICO,26188,
C:/datos_covid_salida/200615COVID19MEXICO/200615COVID19MEXICO_REG4_CE/200615COVID19MEXICO_REG4_CE_AMB.csv,200615COVID19MEXICO,50293,
C:/datos_covid_salida/200615COVID19MEXICO/200615COVID19MEXICO_REG4_CE/200615COVID19MEXICO_REG4_CE_HOSP.csv,200615COVID19MEXICO,26538,
C:/datos_covid_salida/200616COVID19MEXICO/200616COVID19MEXICO_REG4_CE/200616COVID19MEXICO_REG4_CE_AMB.csv,200616COVID19MEXICO,51573,
C:/datos_covid_salida/200616COVID19MEXICO/200616COVID19MEXICO_REG4_CE/200616COVID19MEXICO_REG4_CE_HOSP.csv,200616COVID19MEXICO,27218,
C:/datos_covid_salida/200617COVID19MEXICO/200617COVID19MEXICO_REG4_CE/200617COVID19MEXICO_REG4_CE_AMB.csv,200617COVID19MEXICO,53225,
C:/datos_covid_salida/200617COVID19MEXICO/200617COVID19MEXICO_REG4_CE/200617COVID19MEXICO_REG4_CE_HOSP.csv,200617COVID19MEXICO,27751,
C:/datos_covid_salida/200618COVID19MEXICO/200618COVID19MEXICO_REG4_CE/200618COVID19MEXICO_REG4_CE_AMB.csv,200618COVID19MEXICO,55055,
C:/datos_covid_salida/200618COVID19MEXICO/200618COVID19MEXICO_REG4_CE/200618COVID19MEXICO_REG4_CE_HOSP.csv,200618COVID19MEXICO,28485,
C:/datos_covid_salida/200619COVID19MEXICO/200619COVID19MEXICO_REG4_CE/200619COVID19MEXICO_REG4_CE_AMB.csv,200619COVID19MEXICO,56768,
C:/datos_covid_salida/200619COVID19MEXICO/200619COVID19MEXICO_REG4_CE/200619COVID19MEXICO_REG4_CE_HOSP.csv,200619COVID19MEXICO,29170,
C:/datos_covid_salida/200620COVID19MEXICO/200620COVID19MEXICO_REG4_CE/200620COVID19MEXICO_REG4_CE_AMB.csv,200620COVID19MEXICO,58222,
C:/datos_covid_salida/200620COVID19MEXICO/200620COVID19MEXICO_REG4_CE/200620COVID19MEXICO_REG4_CE_HOSP.csv,200620COVID19MEXICO,29598,
C:/datos_covid_salida/200621COVID19MEXICO/200621COVID19MEXICO_REG4_CE/200621COVID19MEXICO_REG4_CE_AMB.csv,200621COVID19MEXICO,59603,
C:/datos_covid_salida/200621COVID19MEXICO/200621COVID19MEXICO_REG4_CE/200621COVID19MEXICO_REG4_CE_HOSP.csv,200621COVID19MEXICO,30909,
C:/datos_covid_salida/200622COVID19MEXICO/200622COVID19MEXICO_REG4_CE/200622COVID19MEXICO_REG4_CE_AMB.csv,200622COVID19MEXICO,60549,
C:/datos_covid_salida/200622COVID19MEXICO/200622COVID19MEXICO_REG4_CE/200622COVID19MEXICO_REG4_CE_HOSP.csv,200622COVID19MEXICO,31858,
C:/datos_covid_salida/200623COVID19MEXICO/200623COVID19MEXICO_REG4_CE/200623COVID19MEXICO_REG4_CE_AMB.csv,200623COVID19MEXICO,62139,
C:/datos_covid_salida/200623COVID19MEXICO/200623COVID19MEXICO_REG4_CE/200623COVID19MEXICO_REG4_CE_HOSP.csv,200623COVID19MEXICO,32555,
C:/datos_covid_salida/200624COVID19MEXICO/200624COVID19MEXICO_REG4_CE/200624COVID19MEXICO_REG4_CE_AMB.csv,200624COVID19MEXICO,63650,
C:/datos_covid_salida/200624COVID19MEXICO/200624COVID19MEXICO_REG4_CE/200624COVID19MEXICO_REG4_CE_HOSP.csv,200624COVID19MEXICO,33470,
